mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population
53393586,13,13113,2020,01,0,2,25619
53393586,13,13113,2020,01,1,0,73200
53393586,13,13113,2020,01,1,1,20505
53393586,13,13113,2020,01,1,2,47434
53393586,13,13113,2020,01,2,0,60477
53393586,13,13113,2020,01,2,1,19570
53393586,13,13113,2020,01,2,2,40397
53393595,13,13113,2020,01,0,0,62706
53393595,13,13113,2020,01,0,1,26684
53393595,13,13113,2020,01,0,2,46064
53393595,13,13113,2020,01,1,0,80411
53393595,13,13113,2020,01,1,1,23963
53393595,13,13113,2020,01,1,2,54781
53393595,13,13113,2020,01,2,0,74700
53393595,13,13113,2020,01,2,1,24841
53393595,13,13113,2020,01,2,2,51969
53393596,13,13113,2020,01,0,0,73224
53393596,13,13113,2020,01,0,1,19739
53393596,13,13113,2020,01,0,2,45704
53393596,13,13113,2020,01,1,0,119574
53393596,13,13113,2020,01,1,1,23820
53393596,13,13113,2020,01,1,2,74285
53393596,13,13113,2020,01,2,0,104622
53393596,13,13113,2020,01,2,1,22504
53393596,13,13113,2020,01,2,2,65065
53394505,13,13113,2020,01,0,0,12602
53394505,13,13113,2020,01,0,1,6590
53394505,13,13113,2020,01,0,2,9155
53394505,13,13113,2020,01,1,0,12649
53394505,13,13113,2020,01,1,1,6739
53394505,13,13113,2020,01,1,2,10453
53394505,13,13113,2020,01,2,0,12634
53394505,13,13113,2020,01,2,1,6691
53394505,13,13113,2020,01,2,2,10034
53394506,13,13113,2020,01,0,0,48635
53394506,13,13113,2020,01,0,1,14566
53394506,13,13113,2020,01,0,2,28623
53394506,13,13113,2020,01,1,0,46773
53394506,13,13113,2020,01,1,1,13304
53394506,13,13113,2020,01,1,2,29723
53394506,13,13113,2020,01,2,0,47374
53394506,13,13113,2020,01,2,1,13711
53394506,13,13113,2020,01,2,2,29368
53393585,13,13113,2020,02,0,0,34824
53393585,13,13113,2020,02,0,1,25795
53393585,13,13113,2020,02,0,2,30601
53393585,13,13113,2020,02,1,0,81026
53393585,13,13113,2020,02,1,1,28536
53393585,13,13113,2020,02,1,2,54426
53393585,13,13113,2020,02,2,0,63501
53393585,13,13113,2020,02,2,1,27496
53393585,13,13113,2020,02,2,2,45389
53393586,13,13113,2020,02,0,0,37616
53393586,13,13113,2020,02,0,1,18832
53393586,13,13113,2020,02,0,2,28258
53393586,13,13113,2020,02,1,0,78628
53393586,13,13113,2020,02,1,1,21881
53393586,13,13113,2020,02,1,2,51239
53393586,13,13113,2020,02,2,0,63072
53393586,13,13113,2020,02,2,1,20724
53393586,13,13113,2020,02,2,2,42522
53393595,13,13113,2020,02,0,0,65248
53393595,13,13113,2020,02,0,1,26228
53393595,13,13113,2020,02,0,2,47541
53393595,13,13113,2020,02,1,0,83673
53393595,13,13113,2020,02,1,1,24529
53393595,13,13113,2020,02,1,2,57288
53393595,13,13113,2020,02,2,0,76684
53393595,13,13113,2020,02,2,1,25173
53393595,13,13113,2020,02,2,2,53590
53393596,13,13113,2020,02,0,0,78041
53393596,13,13113,2020,02,0,1,20656
53393596,13,13113,2020,02,0,2,48465
53393596,13,13113,2020,02,1,0,124477
53393596,13,13113,2020,02,1,1,25279
53393596,13,13113,2020,02,1,2,77899
53393596,13,13113,2020,02,2,0,106864
53393596,13,13113,2020,02,2,1,23525
53393596,13,13113,2020,02,2,2,66734
53394505,13,13113,2020,02,0,0,12727
53394505,13,13113,2020,02,0,1,6846
53394505,13,13113,2020,02,0,2,9474
53394505,13,13113,2020,02,1,0,12988
53394505,13,13113,2020,02,1,1,7878
53394505,13,13113,2020,02,1,2,11090
53394505,13,13113,2020,02,2,0,12889
53394505,13,13113,2020,02,2,1,7487
53394505,13,13113,2020,02,2,2,10477
53394506,13,13113,2020,02,0,0,42496
53394506,13,13113,2020,02,0,1,12775
53394506,13,13113,2020,02,0,2,26096
53394506,13,13113,2020,02,1,0,46970
53394506,13,13113,2020,02,1,1,13653
53394506,13,13113,2020,02,1,2,30139
53394506,13,13113,2020,02,2,0,45273
53394506,13,13113,2020,02,2,1,13320
53394506,13,13113,2020,02,2,2,28606
53393585,13,13113,2020,03,0,0,31094
53393585,13,13113,2020,03,0,1,25008
53393585,13,13113,2020,03,0,2,28063
53393585,13,13113,2020,03,1,0,74391
53393585,13,13113,2020,03,1,1,27318
53393585,13,13113,2020,03,1,2,50282
53393585,13,13113,2020,03,2,0,60424
53393585,13,13113,2020,03,2,1,26573
53393585,13,13113,2020,03,2,2,43115
53393586,13,13113,2020,03,0,0,29240
53393586,13,13113,2020,03,0,1,17686
53393586,13,13113,2020,03,0,2,23408
53393586,13,13113,2020,03,1,0,69656
53393586,13,13113,2020,03,1,1,20646
53393586,13,13113,2020,03,1,2,45670
53393586,13,13113,2020,03,2,0,56618
53393586,13,13113,2020,03,2,1,19691
53393586,13,13113,2020,03,2,2,38489
53393595,13,13113,2020,03,0,0,50043
53393595,13,13113,2020,03,0,1,22914
53393595,13,13113,2020,03,0,2,36478
53393595,13,13113,2020,03,1,0,78579
53393595,13,13113,2020,03,1,1,22575
53393595,13,13113,2020,03,1,2,51276
53393595,13,13113,2020,03,2,0,69374
53393595,13,13113,2020,03,2,1,22684
53393595,13,13113,2020,03,2,2,46503
53393596,13,13113,2020,03,0,0,53908
53393596,13,13113,2020,03,0,1,15897
53393596,13,13113,2020,03,0,2,33904
53393596,13,13113,2020,03,1,0,107791
53393596,13,13113,2020,03,1,1,22127
53393596,13,13113,2020,03,1,2,66216
53393596,13,13113,2020,03,2,0,90410
53393596,13,13113,2020,03,2,1,20117
53393596,13,13113,2020,03,2,2,55793
53394505,13,13113,2020,03,0,0,10635
53394505,13,13113,2020,03,0,1,6888
53394505,13,13113,2020,03,0,2,8479
53394505,13,13113,2020,03,1,0,12256
53394505,13,13113,2020,03,1,1,7703
53394505,13,13113,2020,03,1,2,10603
53394505,13,13113,2020,03,2,0,11733
53394505,13,13113,2020,03,2,1,7440
53394505,13,13113,2020,03,2,2,9918
53394506,13,13113,2020,03,0,0,30717
53394506,13,13113,2020,03,0,1,10498
53394506,13,13113,2020,03,0,2,19284
53394506,13,13113,2020,03,1,0,42431
53394506,13,13113,2020,03,1,1,12340
53394506,13,13113,2020,03,1,2,27161
53394506,13,13113,2020,03,2,0,38652
53394506,13,13113,2020,03,2,1,11746
53394506,13,13113,2020,03,2,2,24620
53393585,13,13113,2020,04,0,0,24067
53393585,13,13113,2020,04,0,1,21516
53393585,13,13113,2020,04,0,2,22581
53393585,13,13113,2020,04,1,0,44039
53393585,13,13113,2020,04,1,1,23333
53393585,13,13113,2020,04,1,2,32828
53393585,13,13113,2020,04,2,0,38047
53393585,13,13113,2020,04,2,1,22788
53393585,13,13113,2020,04,2,2,29754
53393586,13,13113,2020,04,0,0,20102
53393586,13,13113,2020,04,0,1,14582
53393586,13,13113,2020,04,0,2,17095
53393586,13,13113,2020,04,1,0,42321
53393586,13,13113,2020,04,1,1,17192
53393586,13,13113,2020,04,1,2,29368
53393586,13,13113,2020,04,2,0,35655
53393586,13,13113,2020,04,2,1,16409
53393586,13,13113,2020,04,2,2,25686
53393595,13,13113,2020,04,0,0,21309
53393595,13,13113,2020,04,0,1,11858
53393595,13,13113,2020,04,0,2,16278
53393595,13,13113,2020,04,1,0,42799
53393595,13,13113,2020,04,1,1,14604
53393595,13,13113,2020,04,1,2,27420
53393595,13,13113,2020,04,2,0,36352
53393595,13,13113,2020,04,2,1,13780
53393595,13,13113,2020,04,2,2,24078
53393596,13,13113,2020,04,0,0,20434
53393596,13,13113,2020,04,0,1,8406
53393596,13,13113,2020,04,0,2,13585
53393596,13,13113,2020,04,1,0,55431
53393596,13,13113,2020,04,1,1,12924
53393596,13,13113,2020,04,1,2,33697
53393596,13,13113,2020,04,2,0,44932
53393596,13,13113,2020,04,2,1,11568
53393596,13,13113,2020,04,2,2,27663
53394505,13,13113,2020,04,0,0,7216
53394505,13,13113,2020,04,0,1,6280
53394505,13,13113,2020,04,0,2,6717
53394505,13,13113,2020,04,1,0,9596
53394505,13,13113,2020,04,1,1,6755
53394505,13,13113,2020,04,1,2,8329
53394505,13,13113,2020,04,2,0,8882
53394505,13,13113,2020,04,2,1,6612
53394505,13,13113,2020,04,2,2,7846
53394506,13,13113,2020,04,0,0,13488
53394506,13,13113,2020,04,0,1,7212
53394506,13,13113,2020,04,0,2,9890
53394506,13,13113,2020,04,1,0,21136
53394506,13,13113,2020,04,1,1,8394
53394506,13,13113,2020,04,1,2,14532
53394506,13,13113,2020,04,2,0,18841
53394506,13,13113,2020,04,2,1,8039
53394506,13,13113,2020,04,2,2,13140
53393585,13,13113,2020,05,0,0,23145
53393585,13,13113,2020,05,0,1,21112
53393585,13,13113,2020,05,0,2,21943
53393585,13,13113,2020,05,1,0,40516
53393585,13,13113,2020,05,1,1,22847
53393585,13,13113,2020,05,1,2,30971
53393585,13,13113,2020,05,2,0,33231
53393585,13,13113,2020,05,2,1,22119
53393585,13,13113,2020,05,2,2,27185
53393586,13,13113,2020,05,0,0,21399
53393586,13,13113,2020,05,0,1,15631
53393586,13,13113,2020,05,0,2,18160
53393586,13,13113,2020,05,1,0,40666
53393586,13,13113,2020,05,1,1,17099
53393586,13,13113,2020,05,1,2,28735
53393586,13,13113,2020,05,2,0,32586
53393586,13,13113,2020,05,2,1,16484
53393586,13,13113,2020,05,2,2,24300
53393595,13,13113,2020,05,0,0,22440
53393595,13,13113,2020,05,0,1,11354
53393595,13,13113,2020,05,0,2,16597
53393595,13,13113,2020,05,1,0,39750
53393595,13,13113,2020,05,1,1,13133
53393595,13,13113,2020,05,1,2,25461
53393595,13,13113,2020,05,2,0,32491
53393595,13,13113,2020,05,2,1,12387
53393595,13,13113,2020,05,2,2,21744
53393596,13,13113,2020,05,0,0,23906
53393596,13,13113,2020,05,0,1,9037
53393596,13,13113,2020,05,0,2,15328
53393596,13,13113,2020,05,1,0,53290
53393596,13,13113,2020,05,1,1,12656
53393596,13,13113,2020,05,1,2,32310
53393596,13,13113,2020,05,2,0,40968
53393596,13,13113,2020,05,2,1,11138
53393596,13,13113,2020,05,2,2,25189
53394505,13,13113,2020,05,0,0,7703
53394505,13,13113,2020,05,0,1,5983
53394505,13,13113,2020,05,0,2,6653
53394505,13,13113,2020,05,1,0,9977
53394505,13,13113,2020,05,1,1,6641
53394505,13,13113,2020,05,1,2,8409
53394505,13,13113,2020,05,2,0,9023
53394505,13,13113,2020,05,2,1,6365
53394505,13,13113,2020,05,2,2,7673
53394506,13,13113,2020,05,0,0,15365
53394506,13,13113,2020,05,0,1,8035
53394506,13,13113,2020,05,0,2,10995
53394506,13,13113,2020,05,1,0,22274
53394506,13,13113,2020,05,1,1,8822
53394506,13,13113,2020,05,1,2,15125
53394506,13,13113,2020,05,2,0,19376
53394506,13,13113,2020,05,2,1,8492
53394506,13,13113,2020,05,2,2,13393
53393585,13,13113,2020,06,0,0,27808
53393585,13,13113,2020,06,0,1,22736
53393585,13,13113,2020,06,0,2,25530
53393585,13,13113,2020,06,1,0,56164
53393585,13,13113,2020,06,1,1,25898
53393585,13,13113,2020,06,1,2,40465
53393585,13,13113,2020,06,2,0,48602
53393585,13,13113,2020,06,2,1,25055
53393585,13,13113,2020,06,2,2,36482
53393586,13,13113,2020,06,0,0,28403
53393586,13,13113,2020,06,0,1,17177
53393586,13,13113,2020,06,0,2,22685
53393586,13,13113,2020,06,1,0,54336
53393586,13,13113,2020,06,1,1,19681
53393586,13,13113,2020,06,1,2,37191
53393586,13,13113,2020,06,2,0,47421
53393586,13,13113,2020,06,2,1,19013
53393586,13,13113,2020,06,2,2,33323
53393595,13,13113,2020,06,0,0,41426
53393595,13,13113,2020,06,0,1,17766
53393595,13,13113,2020,06,0,2,29011
53393595,13,13113,2020,06,1,0,58404
53393595,13,13113,2020,06,1,1,16747
53393595,13,13113,2020,06,1,2,37154
53393595,13,13113,2020,06,2,0,53876
53393595,13,13113,2020,06,2,1,17019
53393595,13,13113,2020,06,2,2,34983
53393596,13,13113,2020,06,0,0,47888
53393596,13,13113,2020,06,0,1,13934
53393596,13,13113,2020,06,0,2,29834
53393596,13,13113,2020,06,1,0,81955
53393596,13,13113,2020,06,1,1,17301
53393596,13,13113,2020,06,1,2,50411
53393596,13,13113,2020,06,2,0,72871
53393596,13,13113,2020,06,2,1,16403
53393596,13,13113,2020,06,2,2,44924
53394505,13,13113,2020,06,0,0,8414
53394505,13,13113,2020,06,0,1,5951
53394505,13,13113,2020,06,0,2,7258
53394505,13,13113,2020,06,1,0,10847
53394505,13,13113,2020,06,1,1,6678
53394505,13,13113,2020,06,1,2,9219
53394505,13,13113,2020,06,2,0,10198
53394505,13,13113,2020,06,2,1,6485
53394505,13,13113,2020,06,2,2,8696
53394506,13,13113,2020,06,0,0,29128
53394506,13,13113,2020,06,0,1,9460
53394506,13,13113,2020,06,0,2,17895
53394506,13,13113,2020,06,1,0,34197
53394506,13,13113,2020,06,1,1,10736
53394506,13,13113,2020,06,1,2,21975
53394506,13,13113,2020,06,2,0,32846
53394506,13,13113,2020,06,2,1,10396
53394506,13,13113,2020,06,2,2,20887
53393585,13,13113,2020,07,0,0,27890
53393585,13,13113,2020,07,0,1,23591
53393585,13,13113,2020,07,0,2,25554
53393585,13,13113,2020,07,1,0,59517
53393585,13,13113,2020,07,1,1,25962
53393585,13,13113,2020,07,1,2,42066
53393585,13,13113,2020,07,2,0,49314
53393585,13,13113,2020,07,2,1,25198
53393585,13,13113,2020,07,2,2,36740
53393586,13,13113,2020,07,0,0,28475
53393586,13,13113,2020,07,0,1,17660
53393586,13,13113,2020,07,0,2,22871
53393586,13,13113,2020,07,1,0,57303
53393586,13,13113,2020,07,1,1,21410
53393586,13,13113,2020,07,1,2,39390
53393586,13,13113,2020,07,2,0,48004
53393586,13,13113,2020,07,2,1,20200
53393586,13,13113,2020,07,2,2,34061
53393595,13,13113,2020,07,0,0,42258
53393595,13,13113,2020,07,0,1,17595
53393595,13,13113,2020,07,0,2,29837
53393595,13,13113,2020,07,1,0,61913
53393595,13,13113,2020,07,1,1,18756
53393595,13,13113,2020,07,1,2,40030
53393595,13,13113,2020,07,2,0,55572
53393595,13,13113,2020,07,2,1,18381
53393595,13,13113,2020,07,2,2,36742
53393596,13,13113,2020,07,0,0,47637
53393596,13,13113,2020,07,0,1,14696
53393596,13,13113,2020,07,0,2,30516
53393596,13,13113,2020,07,1,0,89005
53393596,13,13113,2020,07,1,1,19813
53393596,13,13113,2020,07,1,2,55730
53393596,13,13113,2020,07,2,0,75660
53393596,13,13113,2020,07,2,1,18163
53393596,13,13113,2020,07,2,2,47596
53394505,13,13113,2020,07,0,0,8801
53394505,13,13113,2020,07,0,1,6412
53394505,13,13113,2020,07,0,2,7496
53394505,13,13113,2020,07,1,0,11108
53394505,13,13113,2020,07,1,1,7003
53394505,13,13113,2020,07,1,2,9483
53394505,13,13113,2020,07,2,0,10364
53394505,13,13113,2020,07,2,1,6812
53394505,13,13113,2020,07,2,2,8842
53394506,13,13113,2020,07,0,0,26804
53394506,13,13113,2020,07,0,1,9707
53394506,13,13113,2020,07,0,2,17296
53394506,13,13113,2020,07,1,0,34541
53394506,13,13113,2020,07,1,1,11025
53394506,13,13113,2020,07,1,2,22437
53394506,13,13113,2020,07,2,0,32045
53394506,13,13113,2020,07,2,1,10599
53394506,13,13113,2020,07,2,2,20779
53393585,13,13113,2020,08,0,0,27913
53393585,13,13113,2020,08,0,1,23679
53393585,13,13113,2020,08,0,2,25834
53393585,13,13113,2020,08,1,0,55967
53393585,13,13113,2020,08,1,1,25932
53393585,13,13113,2020,08,1,2,40306
53393585,13,13113,2020,08,2,0,46012
53393585,13,13113,2020,08,2,1,25133
53393585,13,13113,2020,08,2,2,35171
53393586,13,13113,2020,08,0,0,27745
53393586,13,13113,2020,08,0,1,17439
53393586,13,13113,2020,08,0,2,22460
53393586,13,13113,2020,08,1,0,52127
53393586,13,13113,2020,08,1,1,19988
53393586,13,13113,2020,08,1,2,36079
53393586,13,13113,2020,08,2,0,43475
53393586,13,13113,2020,08,2,1,19083
53393586,13,13113,2020,08,2,2,31246
53393595,13,13113,2020,08,0,0,41584
53393595,13,13113,2020,08,0,1,16904
53393595,13,13113,2020,08,0,2,29058
53393595,13,13113,2020,08,1,0,58390
53393595,13,13113,2020,08,1,1,18242
53393595,13,13113,2020,08,1,2,38086
53393595,13,13113,2020,08,2,0,52427
53393595,13,13113,2020,08,2,1,17767
53393595,13,13113,2020,08,2,2,34882
53393596,13,13113,2020,08,0,0,49917
53393596,13,13113,2020,08,0,1,14891
53393596,13,13113,2020,08,0,2,31915
53393596,13,13113,2020,08,1,0,84073
53393596,13,13113,2020,08,1,1,19447
53393596,13,13113,2020,08,1,2,52832
53393596,13,13113,2020,08,2,0,71953
53393596,13,13113,2020,08,2,1,17830
53393596,13,13113,2020,08,2,2,45410
53394505,13,13113,2020,08,0,0,8654
53394505,13,13113,2020,08,0,1,6253
53394505,13,13113,2020,08,0,2,7512
53394505,13,13113,2020,08,1,0,11534
53394505,13,13113,2020,08,1,1,7462
53394505,13,13113,2020,08,1,2,9849
53394505,13,13113,2020,08,2,0,10512
53394505,13,13113,2020,08,2,1,7033
53394505,13,13113,2020,08,2,2,9020
53394506,13,13113,2020,08,0,0,27440
53394506,13,13113,2020,08,0,1,9818
53394506,13,13113,2020,08,0,2,17369
53394506,13,13113,2020,08,1,0,33331
53394506,13,13113,2020,08,1,1,11401
53394506,13,13113,2020,08,1,2,21869
53394506,13,13113,2020,08,2,0,31241
53394506,13,13113,2020,08,2,1,10839
53394506,13,13113,2020,08,2,2,20272
53393585,13,13113,2020,09,0,0,28590
53393585,13,13113,2020,09,0,1,22651
53393585,13,13113,2020,09,0,2,25840
53393585,13,13113,2020,09,1,0,59934
53393585,13,13113,2020,09,1,1,26632
53393585,13,13113,2020,09,1,2,42835
53393585,13,13113,2020,09,2,0,49486
53393585,13,13113,2020,09,2,1,25305
53393585,13,13113,2020,09,2,2,37170
53393586,13,13113,2020,09,0,0,28899
53393586,13,13113,2020,09,0,1,17375
53393586,13,13113,2020,09,0,2,22996
53393586,13,13113,2020,09,1,0,55833
53393586,13,13113,2020,09,1,1,19729
53393586,13,13113,2020,09,1,2,37863
53393586,13,13113,2020,09,2,0,46855
53393586,13,13113,2020,09,2,1,18944
53393586,13,13113,2020,09,2,2,32907
53393595,13,13113,2020,09,0,0,47690
53393595,13,13113,2020,09,0,1,20677
53393595,13,13113,2020,09,0,2,34045
53393595,13,13113,2020,09,1,0,65571
53393595,13,13113,2020,09,1,1,21371
53393595,13,13113,2020,09,1,2,43507
53393595,13,13113,2020,09,2,0,59611
53393595,13,13113,2020,09,2,1,21140
53393595,13,13113,2020,09,2,2,40353
53393596,13,13113,2020,09,0,0,56850
53393596,13,13113,2020,09,0,1,17974
53393596,13,13113,2020,09,0,2,36628
53393596,13,13113,2020,09,1,0,90994
53393596,13,13113,2020,09,1,1,21438
53393596,13,13113,2020,09,1,2,57285
53393596,13,13113,2020,09,2,0,79613
53393596,13,13113,2020,09,2,1,20283
53393596,13,13113,2020,09,2,2,50399
53394505,13,13113,2020,09,0,0,9550
53394505,13,13113,2020,09,0,1,6619
53394505,13,13113,2020,09,0,2,8008
53394505,13,13113,2020,09,1,0,11920
53394505,13,13113,2020,09,1,1,7507
53394505,13,13113,2020,09,1,2,10125
53394505,13,13113,2020,09,2,0,11130
53394505,13,13113,2020,09,2,1,7211
53394505,13,13113,2020,09,2,2,9420
53394506,13,13113,2020,09,0,0,31025
53394506,13,13113,2020,09,0,1,10778
53394506,13,13113,2020,09,0,2,19209
53394506,13,13113,2020,09,1,0,35063
53394506,13,13113,2020,09,1,1,12457
53394506,13,13113,2020,09,1,2,23323
53394506,13,13113,2020,09,2,0,33717
53394506,13,13113,2020,09,2,1,11897
53394506,13,13113,2020,09,2,2,21952
53393585,13,13113,2020,10,0,0,29369
53393585,13,13113,2020,10,0,1,23700
53393585,13,13113,2020,10,0,2,26747
53393585,13,13113,2020,10,1,0,62528
53393585,13,13113,2020,10,1,1,26583
53393585,13,13113,2020,10,1,2,44097
53393585,13,13113,2020,10,2,0,52901
53393585,13,13113,2020,10,2,1,25746
53393585,13,13113,2020,10,2,2,39060
53393586,13,13113,2020,10,0,0,30313
53393586,13,13113,2020,10,0,1,18244
53393586,13,13113,2020,10,0,2,24359
53393586,13,13113,2020,10,1,0,58242
53393586,13,13113,2020,10,1,1,19937
53393586,13,13113,2020,10,1,2,39615
53393586,13,13113,2020,10,2,0,50134
53393586,13,13113,2020,10,2,1,19445
53393586,13,13113,2020,10,2,2,35186
53393595,13,13113,2020,10,0,0,51718
53393595,13,13113,2020,10,0,1,22980
53393595,13,13113,2020,10,0,2,37034
53393595,13,13113,2020,10,1,0,68894
53393595,13,13113,2020,10,1,1,21902
53393595,13,13113,2020,10,1,2,45490
53393595,13,13113,2020,10,2,0,63907
53393595,13,13113,2020,10,2,1,22215
53393595,13,13113,2020,10,2,2,43035
53393596,13,13113,2020,10,0,0,63030
53393596,13,13113,2020,10,0,1,20560
53393596,13,13113,2020,10,0,2,40767
53393596,13,13113,2020,10,1,0,94565
53393596,13,13113,2020,10,1,1,23004
53393596,13,13113,2020,10,1,2,60202
53393596,13,13113,2020,10,2,0,85410
53393596,13,13113,2020,10,2,1,22295
53393596,13,13113,2020,10,2,2,54560
53394505,13,13113,2020,10,0,0,10262
53394505,13,13113,2020,10,0,1,7068
53394505,13,13113,2020,10,0,2,8543
53394505,13,13113,2020,10,1,0,11361
53394505,13,13113,2020,10,1,1,7721
53394505,13,13113,2020,10,1,2,9816
53394505,13,13113,2020,10,2,0,11042
53394505,13,13113,2020,10,2,1,7531
53394505,13,13113,2020,10,2,2,9447
53394506,13,13113,2020,10,0,0,33586
53394506,13,13113,2020,10,0,1,11630
53394506,13,13113,2020,10,0,2,20901
53394506,13,13113,2020,10,1,0,36604
53394506,13,13113,2020,10,1,1,12134
53394506,13,13113,2020,10,1,2,23926
53394506,13,13113,2020,10,2,0,35728
53394506,13,13113,2020,10,2,1,11987
53394506,13,13113,2020,10,2,2,23048
53393585,13,13113,2020,11,0,0,27958
53393585,13,13113,2020,11,0,1,23679
53393585,13,13113,2020,11,0,2,25920
53393585,13,13113,2020,11,1,0,61589
53393585,13,13113,2020,11,1,1,26671
53393585,13,13113,2020,11,1,2,43843
53393585,13,13113,2020,11,2,0,49258
53393585,13,13113,2020,11,2,1,25574
53393585,13,13113,2020,11,2,2,37271
53393586,13,13113,2020,11,0,0,30448
53393586,13,13113,2020,11,0,1,18069
53393586,13,13113,2020,11,0,2,24218
53393586,13,13113,2020,11,1,0,58206
53393586,13,13113,2020,11,1,1,21299
53393586,13,13113,2020,11,1,2,40309
53393586,13,13113,2020,11,2,0,48029
53393586,13,13113,2020,11,2,1,20114
53393586,13,13113,2020,11,2,2,34409
53393595,13,13113,2020,11,0,0,51382
53393595,13,13113,2020,11,0,1,22503
53393595,13,13113,2020,11,0,2,36495
53393595,13,13113,2020,11,1,0,68203
53393595,13,13113,2020,11,1,1,21313
53393595,13,13113,2020,11,1,2,44903
53393595,13,13113,2020,11,2,0,62035
53393595,13,13113,2020,11,2,1,21749
53393595,13,13113,2020,11,2,2,41820
53393596,13,13113,2020,11,0,0,61912
53393596,13,13113,2020,11,0,1,19012
53393596,13,13113,2020,11,0,2,39065
53393596,13,13113,2020,11,1,0,96891
53393596,13,13113,2020,11,1,1,24294
53393596,13,13113,2020,11,1,2,61832
53393596,13,13113,2020,11,2,0,84066
53393596,13,13113,2020,11,2,1,22357
53393596,13,13113,2020,11,2,2,53484
53394505,13,13113,2020,11,0,0,12145
53394505,13,13113,2020,11,0,1,7366
53394505,13,13113,2020,11,0,2,9266
53394505,13,13113,2020,11,1,0,11643
53394505,13,13113,2020,11,1,1,8128
53394505,13,13113,2020,11,1,2,10203
53394505,13,13113,2020,11,2,0,11827
53394505,13,13113,2020,11,2,1,7849
53394505,13,13113,2020,11,2,2,9859
53394506,13,13113,2020,11,0,0,34361
53394506,13,13113,2020,11,0,1,11219
53394506,13,13113,2020,11,0,2,20691
53394506,13,13113,2020,11,1,0,36715
53394506,13,13113,2020,11,1,1,11499
53394506,13,13113,2020,11,1,2,23687
53394506,13,13113,2020,11,2,0,35852
53394506,13,13113,2020,11,2,1,11397
53394506,13,13113,2020,11,2,2,22589
53393585,13,13113,2020,12,0,0,28982
53393585,13,13113,2020,12,0,1,23327
53393585,13,13113,2020,12,0,2,26497
53393585,13,13113,2020,12,1,0,54580
53393585,13,13113,2020,12,1,1,26685
53393585,13,13113,2020,12,1,2,40206
53393585,13,13113,2020,12,2,0,47974
53393585,13,13113,2020,12,2,1,25818
53393585,13,13113,2020,12,2,2,36668
53393586,13,13113,2020,12,0,0,29863
53393586,13,13113,2020,12,0,1,18681
53393586,13,13113,2020,12,0,2,24341
53393586,13,13113,2020,12,1,0,51088
53393586,13,13113,2020,12,1,1,19710
53393586,13,13113,2020,12,1,2,35854
53393586,13,13113,2020,12,2,0,45610
53393586,13,13113,2020,12,2,1,19444
53393586,13,13113,2020,12,2,2,32883
53393595,13,13113,2020,12,0,0,51592
53393595,13,13113,2020,12,0,1,21123
53393595,13,13113,2020,12,0,2,36575
53393595,13,13113,2020,12,1,0,63456
53393595,13,13113,2020,12,1,1,21375
53393595,13,13113,2020,12,1,2,42512
53393595,13,13113,2020,12,2,0,60394
53393595,13,13113,2020,12,2,1,21310
53393595,13,13113,2020,12,2,2,40980
53393596,13,13113,2020,12,0,0,60411
53393596,13,13113,2020,12,0,1,17741
53393596,13,13113,2020,12,0,2,37920
53393596,13,13113,2020,12,1,0,85402
53393596,13,13113,2020,12,1,1,21641
53393596,13,13113,2020,12,1,2,54621
53393596,13,13113,2020,12,2,0,78953
53393596,13,13113,2020,12,2,1,20634
53393596,13,13113,2020,12,2,2,50311
53394505,13,13113,2020,12,0,0,10465
53394505,13,13113,2020,12,0,1,6812
53394505,13,13113,2020,12,0,2,8456
53394505,13,13113,2020,12,1,0,11156
53394505,13,13113,2020,12,1,1,7823
53394505,13,13113,2020,12,1,2,9864
53394505,13,13113,2020,12,2,0,10978
53394505,13,13113,2020,12,2,1,7562
53394505,13,13113,2020,12,2,2,9501
53394506,13,13113,2020,12,0,0,33314
53394506,13,13113,2020,12,0,1,11510
53394506,13,13113,2020,12,0,2,20523
53394506,13,13113,2020,12,1,0,32599
53394506,13,13113,2020,12,1,1,10848
53394506,13,13113,2020,12,1,2,21462
53394506,13,13113,2020,12,2,0,32783
53394506,13,13113,2020,12,2,1,11019
53394506,13,13113,2020,12,2,2,21220
53393585,13,13113,2021,01,0,0,25068
53393585,13,13113,2021,01,0,1,20677
53393585,13,13113,2021,01,0,2,22954
53393585,13,13113,2021,01,1,0,49119
53393585,13,13113,2021,01,1,1,25366
53393585,13,13113,2021,01,1,2,36421
53393585,13,13113,2021,01,2,0,39809
53393585,13,13113,2021,01,2,1,23551
53393585,13,13113,2021,01,2,2,31208
53393586,13,13113,2021,01,0,0,24148
53393586,13,13113,2021,01,0,1,15913
53393586,13,13113,2021,01,0,2,19601
53393586,13,13113,2021,01,1,0,48396
53393586,13,13113,2021,01,1,1,20100
53393586,13,13113,2021,01,1,2,33954
53393586,13,13113,2021,01,2,0,39009
53393586,13,13113,2021,01,2,1,18479
53393586,13,13113,2021,01,2,2,28398
53393595,13,13113,2021,01,0,0,37411
53393595,13,13113,2021,01,0,1,16014
53393595,13,13113,2021,01,0,2,25451
53393595,13,13113,2021,01,1,0,56369
53393595,13,13113,2021,01,1,1,19301
53393595,13,13113,2021,01,1,2,36298
53393595,13,13113,2021,01,2,0,49030
53393595,13,13113,2021,01,2,1,18029
53393595,13,13113,2021,01,2,2,32099
53393596,13,13113,2021,01,0,0,38803
